Dimension;Seed_word_adjusted;Seed_word_final;Source
Operations;product profitability analysis;product_profitability_analysis;Abdel-Kader & Luther (2008)
Operations;price decision;price_decision;Cadez & Guilding (2008)
Operations;price decision process;price_decision_process;Cadez & Guilding (2008)
Operations;reduction of waste;reduction_of_waste;Abdel-Kader & Luther (2008)
Operations;quality function deployment;quality_function_deployment;Nixon & Burns (2012)
Operations;failure mode effect analysis;failure_mode_effect_analysis;Nixon & Burns (2012)
Operations;statistical quality control;statistical_quality_control;Malmi & Brown (2008)
Operations;lifecycle assessment;lifecycle_assessment;IMA EMAC
Operations;responsibility center management;responsibility_center_management;IMA EMAC
Operations;revenue center;revenue_center;IMA EMAC (abgeleitet von Responsibility center management)
Operations;customer payment cycle;customer_payment_cycle;IMA EMAC
Operations;pricing basis;pricing_basis;IMA EMAC, IMA SMA RMF
Operations;revenue behavior;revenue_behavior;IMA EMAC, IMA SMA RMF
Operations;revenue causality;revenue_causality;IMA EMAC, IMA SMA RMF
Operations;duration control;duration_control;IMA SMA RMF
Operations;product attribute pricing ;product_attribute_pricing;IMA SMA RMF
Operations;product value pricing ;product_value_pricing;IMA SMA RMF
Operations;capacity analysis;capacity_analysis;IMA SMA RMF
Operations;constraint management;constraint_management;IMA SMA RMF
Operations;manage customer demand;manage_customer_demand;IMA SMA RMF
Operations;cost plus pricing;cost_plus_pricing;IMA SMA RMF
Operations;market standard pricing;market_standard_pricing;IMA SMA RMF
Operations;seasonal pricing;seasonal_pricing;IMA SMA RMF
Operations;differential pricing;differential_pricing;IMA SMA RMF
Operations;zone pricing;zone_pricing;IMA SMA RMF
Operations;customer elasticity;customer_elasticity;IMA SMA RMF
Operations;service efficiency;service_efficiency;IMA SMA RMF, IMA EMAC
Operations;service design;service_design;IMA SMA RMF
Operations;customer tracking;customer_tracking;IMA SMA RMF
Operations;customer tracking system;customer_tracking_system;IMA SMA RMF
Operations;benchmarking;benchmarking;Qiu et al. (2023), CGMA CF (Op. and Performance), Abdel-Kader & Luther (2008) (Performance), Ferreira & Otley (2009) (Performance)
Operations;value creation model;value_creation_model;GMAP, IMA MAFC, IMA EMAC
Operations;resource management;resource_management;GMAP, IMA EMAC
Operations;project management;project_management;GMAP, IMA MACF
Operations;process management;process_management;CGMA PQS
Operations;product management ;product_management;CGMA PQS
Operations;service management;service_management;CGMA PQS
Operations;just in time;just_in_time;CGMA PQS, IMA EMAC, Malmi & Brown (2008)
Operations;value management;value_management;CGMA PQS
Operations;reduce cycle time;reduce_cycle_time;CGMA CF
Operations;project plan;project_plan;CGMA CF
Operations;project development;project_development;CGMA CF
Operations;decision support tools;decision_support_tools;IMA MACF
Operations;material management;material_management;IMA MACF
Operations;value engineering;value_engineering;IMA EMAC
Operations;product strategy;product_strategy;Ferreira & Otley (2009)
Operations;product development;product_development;Ferreira & Otley (2009)
Operations;customer segmentation;customer_segmentation;IMA SMA RMF
Operations;demand management;demand_management;IMA SMA RMF
Operations;product configuration;product_configuration;IMA SMA RMF
Operations;production efficiency;production_efficiency;IMA SMA RMF, IMA EMAC
Operations;product design;product_design;IMA SMA RMF
Operations;margin of safety;margin_of_safety;IMA EMAC
Performance        ;key performance metrics;key_performance_metrics;CGMA CF,  Ferreira & Otley (2009)
Performance        ;scorecard;scorecard;GMAP, Otley (2016)
Performance        ;internal reporting;internal_reporting;IMA EMAC
Performance        ;performance targets;performance_targets;Ferreira & Otley (2009)
Performance        ;performance target;performance_target;Ferreira & Otley (2009)
Performance        ;performance reporting;performance_reporting;CGMA PQS, CGMA CF
Performance        ;performance monitoring;performance_monitoring;CGMA CF
Performance        ;performance metrics;performance_metrics;IMA EMAC
Performance        ;performance metric;performance_metric;IMA EMAC
Performance        ;key performance metric;key_performance_metric;CGMA CF,  Ferreira & Otley (2009)
Performance        ;key performance measures;key_performance_measures;CGMA CF,  Ferreira & Otley (2009)
Performance        ;key performance measure;key_performance_measure;CGMA CF,  Ferreira & Otley (2009)
Performance        ;key performance indicators;key_performance_indicators;Qiu et al. (2023), CGMA CF,  Ferreira & Otley (2009)
Performance        ;internal management reports;internal_management_reports;IMA MACF
Performance        ;dashboard;dashboard;IMA MACF, IMA EMAC, Otley (2016)
Performance        ;performance measures;performance_measures;CGMA CF, IMA EMAC, Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;performance measure;performance_measure;CGMA CF, IMA EMAC, Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;financial performance measures;financial_performance_measures;CGMA CF, IMA EMAC, Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;financial performance measure;financial_performance_measure;CGMA CF, IMA EMAC, Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;performance measurement;performance_measurement;IMA MACF, Chenhall & Moers (2015)
Performance        ;key performance indicator;key_performance_indicator;Qiu et al. (2023), CGMA CF,  Ferreira & Otley (2009)
Performance        ;responsibility centre;responsibility_centre;Qiu et al. (2023), CGMA PQS, Chenhall & Moers (2015), IMA EMAC
Performance        ;balanced scorecard;balanced_scorecard;Qiu et al. (2023), Chenhall & Moers (2015), Abdel-Kader & Luther (2008), Ferreira & Otley (2009), Nixon & Burns (2012), Otley (2016), Bromwich & Scapens (2016), Malmi & Brown (2008)
Performance        ;performance appraisal;performance_appraisal;Qiu et al. (2023), CGMA CF
Performance        ;incentive management;incentive_management;Qiu et al. (2023)
Performance        ;organizational performance management;organizational_performance_management;GMAP
Performance        ;motivation system;motivation_system;CGMA PQS
Performance        ;performance objective setting;performance_objective_setting;CGMA PQS
Performance        ;employee appraisals;employee_appraisals;CGMA PQS
Performance        ;employee appraisal;employee_appraisal;CGMA PQS
Performance        ;reward system;reward_system;CGMA PQS, Chenhall & Moers (2015), Ferreira & Otley (2009), Malmi & Brown (2008)
Performance        ;cost centre;cost_centre;CGMA PQS
Performance        ;revenue centre;revenue_centre;CGMA PQS
Performance        ;profit centre;profit_centre;CGMA PQS
Performance        ;investment centre;investment_centre;CGMA PQS
Performance        ;non-financial indicators;non-financial_indicators;CGMA PQS,  Chenhall & Moers (2015), Abdel-Kader & Luther (2008), Ferreira & Otley (2009), Otley (2016), Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;non-financial indicator;non-financial_indicator;CGMA PQS,  Chenhall & Moers (2015), Abdel-Kader & Luther (2008), Ferreira & Otley (2009), Otley (2016), Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;non-financial measures;non-financial_measures;CGMA PQS,  Chenhall & Moers (2015), Abdel-Kader & Luther (2008), Ferreira & Otley (2009), Otley (2016), Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;non-financial measure;non-financial_measure;CGMA PQS,  Chenhall & Moers (2015), Abdel-Kader & Luther (2008), Ferreira & Otley (2009), Otley (2016), Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;non-financial performance indicators;non-financial_performance_indicators;CGMA PQS,  Chenhall & Moers (2015), Abdel-Kader & Luther (2008), Ferreira & Otley (2009), Otley (2016), Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;non-financial performance indicator;non-financial_performance_indicator;CGMA PQS,  Chenhall & Moers (2015), Abdel-Kader & Luther (2008), Ferreira & Otley (2009), Otley (2016), Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;non-financial performance measures;non-financial_performance_measures;CGMA PQS,  Chenhall & Moers (2015), Abdel-Kader & Luther (2008), Ferreira & Otley (2009), Otley (2016), Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;non-financial performance measure;non-financial_performance_measure;CGMA PQS,  Chenhall & Moers (2015), Abdel-Kader & Luther (2008), Ferreira & Otley (2009), Otley (2016), Malmi & Brown (2008), Cadez & Guilding (2008)
Performance        ;key value drivers;key_value_drivers;CGMA CF
Performance        ;key value driver;key_value_driver;CGMA CF
Performance        ;performance management framework;performance_management_framework;CGMA CF
Performance        ;appraisal methodology;appraisal_methodology;CGMA CF
Performance        ;monitor corporate reporting;monitor_corporate_reporting;CGMA CF
Performance        ;monitor change management;monitor_change_management;CGMA CF
Performance        ;key business factors;key_business_factors;CGMA CF
Performance        ;key business factor;key_business_factor;CGMA CF
Performance        ;internal management report;internal_management_report;IMA MACF
Performance        ;performance variances;performance_variances;IMA MACF
Performance        ;performance variance;performance_variance;IMA MACF
Performance        ;performance measurement system;performance_measurement_system;IMA MACF, Chenhall & Moers (2015)
Performance        ;performance measurement process;performance_measurement_process;IMA MACF
Performance        ;intercompany trend analysis;intercompany_trend_analysis;IMA MACF
Performance        ;reward staff;reward_staff;IMA MACF
Performance        ;team management;team_management;IMA MACF
Performance        ;lagging indicator;lagging_indicator;IMA MACF, Chenhall & Moers (2015), IMA SRM
Performance        ;monitoring methods;monitoring_methods;IMA EMAC
Performance        ;monitoring method;monitoring_method;IMA EMAC
Performance        ;monitoring measures;monitoring_measures;IMA EMAC
Performance        ;monitoring measure;monitoring_measure;IMA EMAC
Performance        ;measure strategic implementation;measure_strategic_implementation;IMA EMAC
Performance        ;control strategic implementation;control_strategic_implementation;IMA EMAC
Performance        ;decision monitoring;decision_monitoring;IMA EMAC
Performance        ;variance analysis;variance_analysis;IMA EMAC
Performance        ;smart criteria;smart_criteria;IMA EMAC
Performance        ;gap analysis;gap_analysis;IMA EMAC
Performance        ;diagnostic control system;diagnostic_control_system;IMA EMAC, Ferreira & Otley (2009)
Performance        ;competitive performance appraisal;competitive_performance_appraisal;Cadez & Guilding (2008)
Performance        ;value based management;value_based_management;Ferreira & Otley (2009), Malmi & Brown (2008)
Performance        ;objective performance evaluation;objective_performance_evaluation;Ferreira & Otley (2009)
Performance        ;subjective performance evaluation;subjective_performance_evaluation;Ferreira & Otley (2009)
Performance        ;relative performance evaluation;relative_performance_evaluation;Ferreira & Otley (2009)
Performance        ;financial reward;financial_reward;Ferreira & Otley (2009)
Performance        ;non financial rewards;non_financial_rewards;Ferreira & Otley (2009)
Performance        ;non financial reward;non_financial_reward;Ferreira & Otley (2009)
Performance        ;incentive scheme;incentive_scheme;Ferreira & Otley (2009), Otley (2016)
Performance        ;incentive system;incentive_system;Ferreira & Otley (2009), Otley (2016)
Performance        ;incentive pay scheme;incentive_pay_scheme;Ferreira & Otley (2009), Otley (2016)
Performance        ;incentive pay system;incentive_pay_system;Ferreira & Otley (2009), Otley (2016)
Performance        ;value added management;value_added_management;Bromwich & Scapens (2016)
Performance        ;critical performance variables ;critical_performance_variables;IMA EMAC (Simon큦 levers of control)
Performance        ;critical performance variable;critical_performance_variable;IMA EMAC (Simon큦 levers of control)
Performance        ;profit center;profit_center;IMA EMAC (abgeleitet von Responsibility center management)
Performance        ;investment center;investment_center;IMA EMAC (abgeleitet von Responsibility center management)
Performance        ;supplementary financial measures;supplementary_financial_measures;IFAC IGPG
Performance        ;supplementary financial measure;supplementary_financial_measure;IFAC IGPG
Performance        ;management incentives;management_incentives;COSO ERM
Performance        ;performance management;performance_management;Qiu et al. (2023), CGMA CF, IMA MACF, Ferreira & Otley (2009)
Performance        ;economic value added;economic_value_added;Qiu et al. (2023), CGMA CF, IMA EMAC, Nixon & Burns (2012), Malmi & Brown (2008)
Performance        ;performance management system;performance_management_system;CGMA CF, IMA MACF, Ferreira & Otley (2009)
Performance        ;eva;eva;CGMA CF, IMA EMAC, Nixon & Burns (2012), Malmi & Brown (2008)
Performance        ;team performance;team_performance;IMA MACF
Performance        ;leading indicator;leading_indicator;IMA MACF, Chenhall & Moers (2015), IMA SRM
Performance        ;monitoring;monitoring;IMA EMAC
Performance        ;measuring performance;measuring_performance;IMA EMAC
Performance        ;measure performance;measure_performance;IMA EMAC
Performance        ;analyze performance;analyze_performance;IMA EMAC
Performance        ;performance evaluation;performance_evaluation;Abdel-Kader & Luther (2008), Ferreira & Otley (2009)
Performance        ;evaluate performance;evaluate_performance;Ferreira & Otley (2009), Malmi & Brown (2008)
Performance        ;evaluating performance;evaluating_performance;Ferreira & Otley (2009), Malmi & Brown (2008)
Performance        ;management incentive;management_incentive;COSO ERM
Performance            ;track performance;track_performance;CGMA CF
Pricing & Revenue Management;product pricing;product_pricing;GMAP
Pricing & Revenue Management;pricing strategy;pricing_strategy;CGMA PQS
Pricing & Revenue Management;revenue management;revenue_management;IMA EMAC, IMA SMA RMF
Pricing & Revenue Management;revenue streams;revenue_streams;IMA EMAC
Pricing & Revenue Management;revenue model;revenue_model;IMA EMAC, IMA SMA RMF
Pricing & Revenue Management;value pricing;value_pricing;IMA EMAC
Pricing & Revenue Management;strategic pricing;strategic_pricing;Cadez & Guilding (2008), Chenhall & Moers (2015)
Pricing & Revenue Management;revenue stream;revenue_stream;IMA EMAC
Pricing & Revenue Management;premium pricing;premium_pricing;GMAP
Pricing & Revenue Management;market pricing;market_pricing;IMA SMA RMF
Pricing & Revenue Management;dynamic pricing;dynamic_pricing;IMA SMA RMF
Pricing & Revenue Management;arr;arr;CGMA PQS
Pricing & Revenue Management;transfer pricing;transfer_pricing;GMAP, IMA MAFC, IMA EMAC, Chenhall & Moers (2015), Bromwich & Scapens (2016)
Pricing & Revenue Management;transfer pricing rules;transfer_pricing_rules;GMAP, IMA MAFC, IMA EMAC, Chenhall & Moers (2015), Bromwich & Scapens (2016)
Pricing & Revenue Management;transfer pricing methodology;transfer_pricing_methodology;GMAP, IMA MAFC, IMA EMAC, Chenhall & Moers (2015), Bromwich & Scapens (2016)
Pricing & Revenue Management;pricing tool;pricing_tool;GMAP
Pricing & Revenue Management;pricing policies;pricing_policies;GMAP
Pricing & Revenue Management;pricing policy;pricing_policy;GMAP
Pricing & Revenue Management;customer profitability;customer_profitability;IMA EMAC, Cadez & Guilding (2008), Abdel-Kader & Luther (2008)
Pricing & Revenue Management;yield management;yield_management;IMA SMA RMF
Risk / Internal control               ;internal control;internal_control;GMAP, IMA MACF
Risk / Internal control               ;risk management policies;risk_management_policies;CGMA CF
Risk / Internal control               ;risk assessment;risk_assessment;CGMA CF, IMA MACF, COSO ERM, IMA SRM
Risk / Internal control               ;risk oversight;risk_oversight;IMA SRM
Risk / Internal control               ;risk reports;risk_reports;CGMA PQS
Risk / Internal control               ;risk policy;risk_policy;IMA SRM
Risk / Internal control               ;risk monitoring;risk_monitoring;IMA SRM
Risk / Internal control               ;risk modeling;risk_modeling;IFAC IGPG
Risk / Internal control               ;risk management policy;risk_management_policy;CGMA CF
Risk / Internal control               ;risk evaluation;risk_evaluation;Nixon & Burns (2012)
Risk / Internal control               ;risk classification;risk_classification;GMAP
Risk / Internal control               ;risk assessment process;risk_assessment_process;CGMA CF, IMA MACF, COSO ERM, IMA SRM
Risk / Internal control               ;risk analytics;risk_analytics;CGMA PQS
Risk / Internal control               ;internal control system;internal_control_system;GMAP, IMA MACF
Risk / Internal control               ;internal audit;internal_audit;GMAP
Risk / Internal control               ;coso framework;coso_framework;CGMA PQS, IMA MACF, COSO ERM
Risk / Internal control               ;control framework;control_framework;GMAP
Risk / Internal control               ;risk control;risk_control;Qiu et al. (2023), IMA SRM
Risk / Internal control               ;control system;control_system;GMAP, Chenhall & Moers (2015), Otley (2016)
Risk / Internal control               ;design controls;design_controls;GMAP
Risk / Internal control               ;management control;management_control;IMA EMAC, Ferreira & Otley (2009), Nixon & Burns (2012), Otley (2016)
Risk / Internal control               ;control activities;control_activities;COSO IC
Risk / Internal control               ;implementing controls;implementing_controls;COSO IC
Risk / Internal control               ;stress testing;stress_testing;CGMA PQS
Risk / Internal control               ;assess risk;assess_risk;COSO ERM, IMA SRM
Risk / Internal control               ;analyze risk;analyze_risk;COSO ERM, IMA SRM
Risk / Internal control               ;internal controls;internal_controls;COSO IC
Risk / Internal control               ;risk management;risk_management;Qiu et al. (2023), CGMA CF, Otley (2016), COSO ERM, IMA SRM
Risk / Internal control               ;risk management system;risk_management_system;CGMA CF, Otley (2016), COSO ERM, IMA SRM
Risk / Internal control               ;enterprise risk management;enterprise_risk_management;IMA MACF, COSO ERM
Risk / Internal control               ;financial risk management;financial_risk_management;IMA MACF
Risk / Internal control               ;manage risk;manage_risk;COSO ERM, IMA SRM
Risk / Internal control               ;control policy;control_policy;GMAP
Risk / Internal control               ;key risk indicator;key_risk_indicator;GMAP, IMA SRM
Risk / Internal control               ;pestel analysis;pestel_analysis;GMAP
Risk / Internal control               ;probability distribution;probability_distribution;CGMA PQS, COSO ERM
Risk / Internal control               ;cumulative probability distribution;cumulative_probability_distribution;CGMA PQS, COSO ERM
Risk / Internal control               ;decision tree;decision_tree;CGMA PQS, IFAC IGPG
Risk / Internal control               ;probabilistic model;probabilistic_model;CGMA PQS, COSO ERM
Risk / Internal control               ;probabilistic modeling;probabilistic_modeling;CGMA PQS, COSO ERM
Risk / Internal control               ;decision making under uncertainty ;decision_making_under_uncertainty;CGMA PQS
Risk / Internal control               ;tara framework;tara_framework;CGMA PQS
Risk / Internal control               ;risk map;risk_map;CGMA PQS, COSO ERM
Risk / Internal control               ;heat map;heat_map;CGMA PQS, COSO ERM
Risk / Internal control               ;assurance mapping;assurance_mapping;CGMA PQS
Risk / Internal control               ;risk analytic;risk_analytic;CGMA PQS
Risk / Internal control               ;risk mitigation measure;risk_mitigation_measure;CGMA PQS, CGMA CF, IMA EMAC, IMA SRM
Risk / Internal control               ;risk register;risk_register;CGMA PQS
Risk / Internal control               ;analytical review;analytical_review;CGMA PQS
Risk / Internal control               ;due dilligence;due_dilligence;CGMA CF
Risk / Internal control               ;risk processes;risk_processes;CGMA CF
Risk / Internal control               ;risk process;risk_process;CGMA CF
Risk / Internal control               ;assurance activities;assurance_activities;CGMA CF
Risk / Internal control               ;assurance activity;assurance_activity;CGMA CF
Risk / Internal control               ;assurance plans;assurance_plans;CGMA CF
Risk / Internal control               ;assurance plan;assurance_plan;CGMA CF
Risk / Internal control               ;sox compliance;sox_compliance;IMA MACF
Risk / Internal control               ;physical controls;physical_controls;IMA MACF
Risk / Internal control               ;physical control;physical_control;IMA MACF
Risk / Internal control               ;audit trails;audit_trails;IMA MACF
Risk / Internal control               ;limits of authorization;limits_of_authorization;IMA MACF
Risk / Internal control               ;enterprise risk management system;enterprise_risk_management_system;IMA MACF, COSO ERM
Risk / Internal control               ;iso 31000;iso_31000;IMA MACF
Risk / Internal control               ;organizational risk management;organizational_risk_management;IMA MACF
Risk / Internal control               ;analyze operational risk;analyze_operational_risk;IMA MACF
Risk / Internal control               ;analyze financial risk;analyze_financial_risk;IMA MACF
Risk / Internal control               ;analyze strategic risk;analyze_strategic_risk;IMA MACF
Risk / Internal control               ;strategic risk mitigation;strategic_risk_mitigation;IMA MACF
Risk / Internal control               ;risk response;risk_response;IMA MACF, COSO ERM
Risk / Internal control               ;risk response strategy;risk_response_strategy;IMA MACF, COSO ERM
Risk / Internal control               ;risk simulation;risk_simulation;IMA MACF
Risk / Internal control               ;risk simulation model;risk_simulation_model;IMA MACF
Risk / Internal control               ;management control system;management_control_system;IMA EMAC, Ferreira & Otley (2009), Nixon & Burns (2012), Otley (2016)
Risk / Internal control               ;management control technique;management_control_technique;IMA EMAC, Ferreira & Otley (2009), Nixon & Burns (2012), Otley (2016)
Risk / Internal control               ;business process control;business_process_control;IMA EMAC
Risk / Internal control               ;interactive control system;interactive_control_system;IMA EMAC (Simon큦 levers of control)
Risk / Internal control               ;probability analysis;probability_analysis;Abdel-Kader & Luther (2008)
Risk / Internal control               ;control packages;control_packages;Ferreira & Otley (2009)
Risk / Internal control               ;control package;control_package;Ferreira & Otley (2009)
Risk / Internal control               ;predictive model;predictive_model;Otley (2016)
Risk / Internal control               ;risk modeling technique;risk_modeling_technique;IFAC IGPG
Risk / Internal control               ;risks to be avoided;risks_to_be_avoided;IMA EMAC (Simon큦 levers of control)
Risk / Internal control               ;boundary system;boundary_system;IMA EMAC (Simon큦 levers of control)
Risk / Internal control               ;enterprise resilience;enterprise_resilience;COSO ERM
Risk / Internal control               ;priotize risk;priotize_risk;COSO ERM, IMA SRM
Risk / Internal control               ;severity of risk;severity_of_risk;COSO ERM
Risk / Internal control               ;assess severity of risk;assess_severity_of_risk;COSO ERM
Risk / Internal control               ;manage risk exposure;manage_risk_exposure;COSO ERM, IMA SRM
Risk / Internal control               ;screening of risk;screening_of_risk;COSO ERM
Risk / Internal control               ;risk interactions;risk_interactions;COSO ERM
Risk / Internal control               ;risk interaction;risk_interaction;COSO ERM
Risk / Internal control               ;risk interactions matrix;risk_interactions_matrix;COSO ERM
Risk / Internal control               ;risk interaction matrix;risk_interaction_matrix;COSO ERM
Risk / Internal control               ;bow tie diagram;bow_tie_diagram;COSO ERM
Risk / Internal control               ;tolerance threshold;tolerance_threshold;COSO ERM
Risk / Internal control               ;target risk levels;target_risk_levels;COSO ERM
Risk / Internal control               ;target risk level;target_risk_level;COSO ERM
Risk / Internal control               ;impact scale;impact_scale;COSO ERM
Risk / Internal control               ;likelihood scale;likelihood_scale;COSO ERM
Risk / Internal control               ;vulnerability scale;vulnerability_scale;COSO ERM
Risk / Internal control               ;speed of onset;speed_of_onset;COSO ERM
Risk / Internal control               ;value at risk model;value_at_risk_model;COSO ERM
Risk / Internal control               ;risk aggregation model;risk_aggregation_model;COSO ERM
Risk / Internal control               ;control responsibility;control_responsibility;COSO IC
Risk / Internal control               ;control activity;control_activity;COSO IC
Risk / Internal control               ;implementing control;implementing_control;COSO IC
Risk / Internal control               ;implementing internal controls;implementing_internal_controls;COSO IC
Risk / Internal control               ;implementing internal control;implementing_internal_control;COSO IC
Risk / Internal control               ;maximum likelihood;maximum_likelihood;IMA EMAC
Risk / Internal control               ;measure risk;measure_risk;IMA SRM
Risk / Internal control               ;risk avoidance;risk_avoidance;IMA SRM
Risk / Internal control               ;monitoring strategic risk;monitoring_strategic_risk;IMA SRM
Risk / Internal control               ;monitoring risk;monitoring_risk;IMA SRM
Risk / Internal control               ;risk monitoring process;risk_monitoring_process;IMA SRM
Risk / Internal control               ;critical risk;critical_risk;IMA SRM
Risk / Internal control               ;risk identification;risk_identification;Qiu et al. (2023), CGMA CF, IMA SRM
Risk / Internal control               ;control policies;control_policies;GMAP
Risk / Internal control               ;risk framework;risk_framework;GMAP
Risk / Internal control               ;risk information;risk_information;GMAP
Risk / Internal control               ;key risk indicators;key_risk_indicators;GMAP, IMA SRM
Risk / Internal control               ;kris;kris;GMAP, IMA SRM
Risk / Internal control               ;risk appetite;risk_appetite;GMAP, COSO ERM, IMA SRM
Risk / Internal control               ;risk tolerance;risk_tolerance;CGMA PQS, COSO ERM, IMA SRM
Risk / Internal control               ;risk capacity;risk_capacity;CGMA PQS, COSO ERM
Risk / Internal control               ;risk mitigation;risk_mitigation;CGMA PQS, CGMA CF, IMA EMAC, IMA SRM
Risk / Internal control               ;risk mitigation measures;risk_mitigation_measures;CGMA PQS, CGMA CF, IMA EMAC, IMA SRM
Risk / Internal control               ;value at risk;value_at_risk;CGMA PQS, COSO ERM
Risk / Internal control               ;segregation of duties;segregation_of_duties;IMA MACF
Risk / Internal control               ;enterprise risk management framework;enterprise_risk_management_framework;IMA MACF, COSO ERM
Risk / Internal control               ;identify risk;identify_risk;COSO ERM, IMA SRM
Risk / Internal control               ;risk profile;risk_profile;COSO ERM, IMA SRM
Risk / Internal control               ;risk category;risk_category;COSO ERM
Risk / Internal control               ;residual risk;residual_risk;COSO ERM
Risk / Internal control               ;risk universe;risk_universe;COSO ERM
Risk / Internal control               ;risk aggregation;risk_aggregation;COSO ERM
Risk / Internal control               ;ongoing evaluation;ongoing_evaluation;COSO IC
Risk / Internal control               ;risk transfer;risk_transfer;IMA SRM
Risk / Internal control               ;risk portfolio;risk_portfolio;IMA SRM
Risk / Internal control               ;risk based pricing;risk_based_pricing;IMA SRM
Strategy                ;business strategy;business_strategy;CGMA CF
Strategy                ;core competencies;core_competencies;CGMA CF, Nixon & Burns (2012)
Strategy                ;strategic initiatives;strategic_initiatives;IMA MACF
Strategy                ;strategic objectives;strategic_objectives;Kaplan & Norton (1996)
Strategy                ;strategic priority;strategic_priority;Kaplan & Norton (1996)
Strategy                ;strategic priorities;strategic_priorities;Kaplan & Norton (1996)
Strategy                ;strategic planning;strategic_planning;GMAP, Nixon & Burns (2012), Malmi & Brown (2008)
Strategy                ;strategic objective;strategic_objective;Kaplan & Norton (1996)
Strategy                ;strategic management;strategic_management;IMA EMAC, Ferreira & Otley (2009),Nixon & Burns (2012)
Strategy                ;strategic initiative;strategic_initiative;IMA MACF
Strategy                ;strategic alignment;strategic_alignment;Kaplan & Norton (1996)
Strategy                ;product differentiation;product_differentiation;GMAP
Strategy                ;long-term objectives;long_term_objectives;Kaplan & Norton (1996)
Strategy                ;long-term objective;long_term_objective;Kaplan & Norton (1996)
Strategy                ;long-term goal;long_term_goal;Kaplan & Norton (1996)
Strategy                ;cost leadership;cost_leadership;Ferreira & Otley (2009)
Strategy                ;core competency;core_competency;CGMA CF, Nixon & Burns (2012)
Strategy                ;competitive strategy;competitive_strategy;Nixon & Burns (2012)
Strategy                ;business plan;business_plan;CGMA CF
Strategy                ;business model ;business_model;GMAP, Bromwich & Scapens (2016)
Strategy                ;alternative strategies;alternative_strategies;COSO ERM
Strategy                ;action plans;action_plans;CGMA PQS, Malmi & Brown (2008) (short-term)
Strategy                ;action plan;action_plan;CGMA PQS, Malmi & Brown (2008) (short-term)
Strategy                ;operating model;operating_model;GMAP
Strategy                ;product mix;product_mix;GMAP
Strategy                ;product portfolio;product_portfolio;GMAP, Chenhall & Moers (2015)
Strategy                ;portfolio management strategy;portfolio_management_strategy;GMAP
Strategy                ;organizational structure;organizational_structure;Ferreira & Otley (2009)
Strategy                ;portfolio analysis;portfolio_analysis;GMAP
Strategy                ;strategic plan;strategic_plan;IMA MACF,  IFAC IGPG
Strategy                ;pims initiatives;pims_initiatives;Nixon & Burns (2012)
Strategy                ;strategy management;strategy_management;Qiu et al. (2023)
Strategy                ;resource allocation decision;resource_allocation_decision;
Strategy                ;strategy map;strategy_map;Qiu et al. (2023), IMA EMAC, Nixon & Burns (2012)
Strategy                ;sustainable value creation;sustainable_value_creation;GMAP, IMA MACF (Operations?), IFAC IGPG, IM SMA RMF
Strategy                ;value creation cycle;value_creation_cycle;GMAP, IMA MACF (Operations?), IFAC IGPG, IM SMA RMF
Strategy                ;value creation process;value_creation_process;GMAP, IMA MACF (Operations?), IFAC IGPG, IM SMA RMF
Strategy                ;sustainable competitive advantage;sustainable_competitive_advantage;GMAP, IMA MACF, Nixon & Burns (2012), IFAC IGPG
Strategy                ;scarce capital allocation;scarce_capital_allocation;GMAP, COSO ERM
Strategy                ;customer preference analysis;customer_preference_analysis;GMAP
Strategy                ;product portfolio analysis;product_portfolio_analysis;GMAP, Chenhall & Moers (2015)
Strategy                ;product life cycle strategy;product_life_cycle_strategy;GMAP, Abdel-Kader & Luther (2008), Nixon & Burns (2012), Otley (2016)
Strategy                ;product lifecycle strategy;product_lifecycle_strategy;GMAP, Abdel-Kader & Luther (2008), Nixon & Burns (2012), Otley (2016)
Strategy                ;product life cycle analysis;product_life_cycle_analysis;GMAP, Abdel-Kader & Luther (2008), Nixon & Burns (2012), Otley (2016)
Strategy                ;product lifecycle analysis;product_lifecycle_analysis;GMAP, Abdel-Kader & Luther (2008), Nixon & Burns (2012), Otley (2016)
Strategy                ;portfolio management;portfolio_management;GMAP
Strategy                ;product life cycle stage;product_life_cycle_stage;GMAP, Abdel-Kader & Luther (2008), Nixon & Burns (2012), Otley (2016)
Strategy                ;product lifecycle stage;product_lifecycle_stage;GMAP, Abdel-Kader & Luther (2008), Nixon & Burns (2012), Otley (2016)
Strategy                ;value chain;value_chain;Qiu et al. (2023), Chenhall & Moers (2015), Ferreira & Otley (2009)
Strategy                ;organizational ecosystem;organizational_ecosystem;CGMA PQS, IFAC IGPG
Strategy                ;industry ecosystem;industry_ecosystem;CGMA PQS, IFAC IGPG
